id,index,text,labels,label_code,pred_labels
480,22981962_s4,"Groups II , III and IV received topical application of TPA at the dose of 10 nmol/0.2 ml of acetone/animal/day , for 2 days .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
481,22108827_s7,"In addition , we have delineated a feedback loop involving the androgen receptor and the Zeb1 transcription factor that seems to mediate this transition .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
482,20000475_s5,We also characterized these DU-induced transformed cell lines and found that 40% of the cell lines exhibit alterations in plating efficiency and no significant changes in the cytotoxic response to DU .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
483,23383661_s7,"Moreover , the T1762/A1764 mutations in the BCP region in combination with either T1653 or A1896 were more common in the HCC compared with the CHB group ( BCP+X1653 : 18% vs 11% , P = 0.05 ; BCP+PC , 40% vs 15% , P &lt ; 0.001 , respectively ) .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
484,23123564_s1,"A common genetic mutation found in ccRCC is the loss of the von Hippel-Lindau ( VHL ) gene , which contributes to cancer progression and metastasis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
485,15195129_s15,There were no observed side effects of the treatment .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
486,22981203_s1,Prostate cancer is the most frequently diagnosed malignancy and the second-leading cause of cancer death in men .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
487,23285698_s1,Agents capable of inducing apoptosis in prostate cancer cells seem a promising approach to treat this malignancy .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
488,23170250_s6,"In addition , we found that necrotic cells contain factors that can block the cross-priming of CD8(+) T cells even under non-sterile conditions and can serve as a possible mechanism of immunosuppression .","avoiding immune destruction,resisting cell death",[0. 1. 0. 0. 0. 0. 0. 1. 0. 0.],[]
489,12234411_s7,"C225 treatment produced significant cytotoxicity in all three EGFR-amplified GBM lines , but not in unamplified lines .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
490,20856226_s1,The mechanism of the development of CK19-positive HCC remains to be studied .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
491,20385015_s9,"Differential strain responses in inflammation were positively associated with elevated levels of the chemokines KC and MCP-1 , higher NFkappaB and c-Fos binding activity , as well as sustained ERK1/2 activation in lung tissue .",tumor promoting inflammation,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[]
492,23083134_s3,BT474 IBDC cell migration and invasion were quantified using the Transwell assay .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
493,11724768_s5,These findings raise the possibility that ghrelin modulates insulin activities in humans .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
494,20497549_s14,These findings provide novel guidelines and strategy for imaging and treatment of necrotic tumors .,resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
495,20332304_s9,Tumor multiplicity also decreased with resveratrol treatment .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
496,11986236_s3,"Furthermore , MLL-AF10-transduced cells rapidly induced acute myeloid leukemia in syngeneic or severe combined immunodeficiency recipient mice .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
497,22934451_s8,Pulmonary metastases were detected in 26 patients by either CXR or CT scan .,activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
498,20707650_s9,"Furthermore , by studying the kinetics of cell death and apoptosis , we found that the loss of cell membrane integrity preceded the DNA fragmentation in both L929 and rL929 cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
499,12202630_s0,"Dimethyl sulfoxide ( DMSO ) , a well-known differentiation inducer in several myeloid cells , also induces a reversible G(1) arrest in many cell lines .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
500,23346016_s6,Apoptosis was significantly augmented and cell proliferation was inhibited .,"resisting cell death,sustaining proliferative signaling",[0. 0. 0. 0. 0. 0. 0. 1. 1. 0.],[]
501,20696059_s13,Treatment with such combinations may have benefit for breast cancer patients .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
502,1394185_s5,"UDS was quantitated autoradiographically as net grains per nucleus ( nuclear grains minus cytoplasmic background , population average ) with &gt ; or = 6 net nuclear grains considered in repair for any individual cell .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
503,20878069_s4,Four patients with typical clinical outcome represented the control group .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
504,20580968_s5,"As examples , we describe the application of these methods to the study of proteins involved in recombination-mediated DNA repair , a process essential for the maintenance of genomic integrity .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
505,22387176_s2,"Although the exact mechanisms underlying radiation-induced late effects remain unclear , oxidative stress and inflammation are thought to play a critical role .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
506,22832494_s2,We have used the Sleeping Beauty transposon/transposase system to identify somatic mutations associated with NMSC .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
507,24148623_s7,"Collectively , our studies establish PDK1 as a key driver and candidate therapeutic target in glioblastoma multiforme .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
508,12528894_s8,The results suggested that the rIL-16 might be a regulator for the growth or apoptosis of Jurkat cells at a dose-dependent manner .,resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
509,23064360_s6,"Loss of TNFRs impaired the induction of MDSCs from bone marrow cells , but this could be reversed by treatment with caspase inhibitors .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
510,23174717_s11,Further studies need to be conducted to validate these findings .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
511,15195129_s12,"Our in vivo studies showed that a local AIC injection of 50 microCi at 2 days post-cell inoculation gave complete inhibition of tumor growth , whereas results for a non-specific AIC were similar to those for untreated mice .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
512,20334580_s3,"Compared with control cells , cells overexpressing wild-type DHHC20 displayed an increase in palmitoylation activity toward a peptide that mimics the N-terminus of myristoylated and palmitoylated proteins , but had no change in activity toward a peptide that mimics the C-terminus of farnesylated and palmitoylated proteins .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
513,23317266_s1,Health benefits have been linked to additive and synergistic combinations of phytochemicals in fruits and vegetables .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
514,20215500_s0,Targeting cancer cell metabolism is a new promising strategy to fight cancer .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
515,23128605_s6,"Knocking down FUT1 expression markedly inhibited proliferation of NCI-N87 , which highly expressed EGFR and was sensitive to EGFR deprivation .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
516,12181065_s3,Enforced HOX11 expression was found to induce a profound alteration in J2E cellular morphology and differentiation status .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
517,22848179_s0,BACKGROUND Agricultural products and by products provide the primary materials for a variety of technological applications in diverse industrial sectors .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
518,20190398_s0,"The aryl hydrocarbon receptor ( AhR ) is a ligand-activated transcription factor that mediates a spectrum of toxic and biological effects of 2,3,7,8-tetrachlorodibenzo-p-dioxin and related compounds .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
519,23308053_s2,"Using cervical cancer as a model of investigation , we have previously shown that loss of NOL7 mRNA and protein expression is observed as early as the premalignant phase .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
520,12192110_s8,"Serum luteinizing hormone ( LH ) , follicle-stimulating hormone ( FSH ) , prolactin ( PRL ) , and estradiol were measured by radioimmunoassay .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
521,22357207_s4,"The results showed that leptin/Ob-R expression was significantly associated with T stage , TNM stage , lymph node metastasis , distant metastasis , differentiation and expression of p-mTOR , p-70S6 kinase , and p-Akt .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
522,21057538_s7,We suggest that therapeutic strategies designed to simultaneously target both VEGF and FGF2 signalling may prove more efficacious than sunitinib in renal cancer patients whose tumours express FGF2 .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
523,12445208_s5,Geranylation was also found to be necessary for full downstream activation of serum response factor mediated transcription .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
524,14578017_s4,DNA SSB levels were found to be significantly higher in smoking controls compared to non-smoking controls .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
525,22858906_s7,"Such knowledge , combined with known remaining sensitivity to other FLT3 TKI , will be important to establish as secondary drug treatments that can be substituted when these mutants are encountered .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
526,23198967_s5,"Our results demonstrate that the rate limiting step is Michael addition between BPAQ and dA , the main product being the unstable N7-modified adduct that rapidly undergoes depurination .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
527,22883469_s6,This finding has important implications for the development of targeted therapeutics for a number of EGFR-addicted cancers .,sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
528,1384375_s4,"With one exception , all the patients had at least a single recurrences of their primary mixed tumor , but two or more recurrences were the norm before development of metastatic foci .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
529,23147699_s4,"The polymorphisms of codon 118 ( rs11615 ) and C8092A ( rs3212986 ) of ERCC1 , codon 751 ( rs13181 ) , 312 ( rs1799793 ) and 156 ( rs238406 ) of ERCC2/XPD were genotyped by TaqMan(®) Real-time PCR .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
530,20460749_s3,"Using the ouabain and Na(+)/K(+)-ATPase alpha1 subunit siRNA , which target the Na(+)/K(+)-ATPase , we have evaluated the effects of inhibiting Na(+)/K(+)-ATPase alpha1 in human HepG2 cells with respect to cell proliferation , morphology , cell cycle , impact on intracellular Ca2++ , reactive oxygen species ( ROS ) concentration , and correlated gene expression level on messenger ribonucleic acid ( mRNA ) and protein .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
531,22838389_s2,The expression of the newly identified gene metastasis associated in colon cancer 1 ( MACC1 ) is a prognostic indicator for colon cancer metastasis .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
532,23149922_s5,"Cancer cells overexpressing MIG-7 exhibited increased expression of ZEB-1 and Twist in parallel with epithelial-mesenchymal transition , metastasis and cancer lethality .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
533,22968518_s2,Double immunohistochemical staining with antibodies against lymphatic vessel endothelial hyaluronan receptor 1 and Ki-67 was used to label the lymphatic vessels and mark the proliferative lymphatic vessels in cervical squamous cancer .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
534,23292149_s9,"Significantly , complete tumor suppression was obtained by co-injecting TNF-alpha expressing stromal fibroblasts with human breast cancer cells , indicating that paracrine cell-mediated delivery of TNF-alpha can also prevent tumor engraftment and growth ( 0 tumors/10 injections ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
535,22264502_s5,"RESULTS : We showed that expression PlncRNA-1 , was significantly higher in CaP cells relative to normal prostate epithelial cells , as well as higher in human CaPs compared with normal tissues and benign prostatic hyperplasia ( BPH ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
536,12060611_s0,"PURPOSE Astrocytoma arises in the central nervous system as a tumor of great lethality , in part because of the invasive potential of the neoplastic cells that are able to release extracellular matrix-degrading enzymes .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
537,23275086_s2,"We hypotheses that PTEN gene could affect the growth and viability of ASMCs through the regulation of PI3K/Akt , MAPK , and cell cycle-related gene expression .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
538,20514026_s4,"Functionally , RNAi-mediated knockdown of RASSF8 in non-small-cell lung cancer ( NSCLC ) cell lines , increased anchorage-independent growth in soft agar and enhanced tumor growth in severe combined immunodeficiency ( SCID ) mice .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
539,20092614_s10,"In addition , we elucidate for the first time the contribution of these aspects to consequent phenotype changes in epithelial cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
540,23772374_s3,"After successful knockdown of PrxIII expression by small interfering RNA , we evaluated ROS level , viable cell number , and apoptosis of cervical cancer cells along with the culture time .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
541,20417553_s4,The aim of the present study was to better investigate the link between PAH exposure and genotoxicity in marine flatfish .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
542,24068038_s4,"After 24weeks , chronic arsenic-exposed breast epithelial ( CABE ) cells showed increases in secreted MMP activity , colony formation , invasion , and proliferation rate , indicating an acquired cancer cell phenotype .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
543,23185784_s4,"Considering that cyclophosphamide is a prodrug , we used mafosfamide , a compound that yields in vitro the same active metabolites as cyclophosphamide does in vivo .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
544,20358470_s5,"Overall , F&amp;V did not affect DNA damage and repair measures in lymphocytes .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
545,20333679_s6,Induction of IFN-Î³ 2-3 weeks after tumor cell inoculation was less efficient ( 0-17% rejection ) .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
546,23073801_s7,"The results showed that p120ctn knockdown led to significantly down-regulated E-cadherin and a reduced cell-to-cell adhesion ability in PANC-1 cells. shRNA-mediated knockdown of p120ctn reduced invasion and migration capacity of PANC-1 cells , inhibited cell growth , caused a significant decrease in the percentage of cells in G(1) , an increase in S , and promoted apoptosis of PANC-1 cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
547,22970388_s8,Primary tumor samples were available for four of the six patients assessed for PIK3CA status in their bone metastases .,activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
548,22665055_s1,Hypoxia-inducible factor ( HIF ) and oncoprotein Myc are two prominent transcription factors that drive glycolysis .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
549,23028579_s1,This could be relevant because the type of DNA damage could have different effects .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
550,23235164_s3,"From January 1993 to January 2011 , 73 patients underwent hepatectomy for GLM in the Department of Gastroenterological Surgery , Cancer Institute Ariake Hospital(Japanese Foundation for Cancer Research ) , Japan .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
551,22150625_s0,"OBJECTIVE The HER2 receptor is involved in pathways essential for cell proliferation , and is an important predictive and prognostic factor in breast cancer .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
552,20954073_s8,These data reveal that PP2A is a regulator of ceramide-induced p27(kip1) expression via Akt-dependent and Akt-independent pathways .,"evading growth suppressors,sustaining proliferative signaling",[0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],[]
553,23085987_s1,"Here , we demonstrate that Wig1 plays a critical role in this process through regulation of p21 mRNA stability .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
554,24367685_s2,"However , the mechanism underlying this selectivity is unknown .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
555,12507933_s3,"Consistent with this profile , cyclooxygenase 2 ( Cox2 ) was overexpressed in the basal cell layer of esophageal squamous epithelium , CLE cells and EAC tumor cells of the EGDA rats , as compared with the normal esophageal epithelium .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
556,23258707_s4,The unique hairpin bypass of pol β resulted in large and small deletions in coordination with FEN1 alternate flap cleavage .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
557,12450390_s10,"We conclude from this study that the mutation potential of dG-AAF and dG-AF depends on the structure of the adduct , the sequence context of the lesion , and the host cell used for the experiment .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
558,23263278_s0,The mechanisms by which tumour cells metastasize and the role that cell polarity proteins play in this process are not well understood .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
559,23300545_s6,"Therefore , the elevation in inflammatory serum biomarkers may reflect a pathological state that decreases the clinical efficacy of this therapy .",tumor promoting inflammation,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[]
560,23100610_s0,OBJECTIVE To evaluate the risk factors for sentinel lymph node metastasis and validate the value of the Memorial Sloan-Kettering Cancer Center nomogram for the prediction of sentinel lymph node metastasis in breast cancer patients .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
561,22982677_s3,"Vice versa , anti-proliferative signals , such as TGF-β and differentiation signals decrease FoxM1 expression .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
562,23275006_s7,OSU-CG5 treatment was not associated with evidence of systemic toxicity .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
563,20107801_s2,"Despite their extensive use in chemotherapy , little is known about the DNA repair mechanisms involved in the removal of lesions caused by anthracyclines .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
564,23082126_s6,These data were confirmed using genotypically matched oxidative and mitochondria-depleted glycolytic tumor cells as well as several different wild-type human tumor cell lines of either metabolic phenotype .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
565,23212913_s10,"Importantly , silencing ERGIC3 reversed the cellular responses mediated by miR-490-3p overexpression .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
566,1458479_s9,"The three sites meet the criteria for CCK-B , high affinity CCK-A , and low affinity CCK-A receptors .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
567,23112334_s1,We show that T(regs) play a critical role during the priming of immune responses in mice .,avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
568,22964484_s8,These findings support the use of MCT2 as a promising target for inhibition of colorectal cancer .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
569,12507933_s4,"Sulindac ( a Cox inhibitor ) , nordihydroguaiaretic acid ( NDGA , a lipoxygenase inhibitor ) and alpha-difluoromethylornithine ( DFMO , an ornithine decarboxylase inhibitor ) were tested for their possible inhibitory actions against the formation of EAC in the rat EGDA model .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
570,22844353_s2,"However , neither the differences in the IL-23R expression among the patients nor the concrete functions of IL-23 in colorectal carcinoma cells have been revealed .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
571,23002344_s3,C-reactive protein ( CRP ) and serum amyloid A ( SAA ) were measured via immunotrubidimetry .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
572,12426565_s2,"Here , we report that alternative splicing leads to two distinct NKG2D polypeptides that associate differentially with the DAP10 and KARAP ( also known as DAP12 ) signaling subunits .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
573,12479700_s1,"Endothelial cell migration and proliferation are key components of tumor angiogenesis , and agents that target the microtubule cytoskeleton can interfere with these processes .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
574,23168911_s0,"The omega-3 long chain polyunsaturated fatty acids , docosahexaenoic acid ( DHA ) and eicosapentaenoic acid ( EPA ) , elicit antiproliferative effects in cancer cell lines and in animal models .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
575,23183175_s9,These finding indicate that TRÎ² is a tumor suppressor and could be tested as a potential therapeutic target .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
576,23285698_s0,Prostate cancer is the second most common cancer in elderly men worldwide and its incidence rate is rising continuously .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
577,21779449_s2,"Because proteins are primary targets of therapeutic drugs , in this study , we have attempted to identify proteomic signatures that demarcate ER-positive and -negative breast cancers .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
578,23271983_s10,"Furthermore , sulfites formed a long-lived adducted 2'-deoxyuracil intermediate in DNA that was resistant to excision by uracil-DNA N-glycosylase .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
579,21035309_s7,CONCLUSION Our studies suggest that zinc suppresses generation of NF-ÎºB-regulated inflammatory cytokines by induction of A20 .,tumor promoting inflammation,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[]
580,20237987_s5,"Our patient was a 69 year old woman who presented with a thyroid gland mass , with extension into the substernal space .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
581,22991213_s15,The tumor-suppressive miR-125b served as a negative regulator of SUV39H1 .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
582,21129360_s5,"Overall , these data support the notion that ÎNp63Î±/IRF6 interplay regulates NOS2 transcription , thereby underlying the autophagic-related cancer cell response to tobacco exposure .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
583,20681796_s1,"Exposure to radiation induces oxidative stress and chronic inflammation , which are critical initiators and promoters of carcinogenesis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
584,20851879_s2,"On plastic and laminin with MCF-10A normal breast epithelial cells , EGF and IGFBP-3 each increased cell growth and together produced a synergistic response , whereas with T47D breast cancer cells IGFBP-3 alone had no effect , but the ability of EGF to increase cell proliferation was markedly inhibited in the presence of IGFBP-3 .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
585,23266715_s8,"Such a detailed model may prove useful for predicting DNA damage G2 checkpoint function in cancer and , therefore , sensitivity to cancer therapy .","evading growth suppressors,genomic instability and mutation",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],[]
586,23248265_s9,Blockade of the IL-6-arginase cascade is a promising tool to overcome the dysfunction of antitumor immunity in tumor-bearing hosts .,avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
587,23065281_s0,This study intended to investigate the expression of the ZEB1 and E-cadherin proteins in lung squamous cell carcinoma ( LSCC ) tissues and to examine the clinicopathological correlation between protein levels and LSCC .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
588,20353033_s4,"RESULTS Compared with that in the normal control , the counts of cells in the three ZLJ groups were decreased significantly ( P&lt;0.05 ) at such time point as 24 , 48 , 72 , 96 , 120 , and 144 h .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
589,22150625_s10,HER2 overexpression was observed in 25 of those patients ( 12.4% ) .,sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
590,20110356_s8,"Cell growth , however , is inhibited without an increase in cell death and alteration in cell cycle distribution .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
591,1399111_s5,"TIMP-2 secretion , which exceeded MMP-2 secretion for all cell lines , did not correlate with metastatic potential .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
592,1480490_s0,We have exploited properties of photosensitizers to study an aspect of the packing of chromatin in the cell nucleus .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
593,12475992_s1,"Most models of p53 activation postulate the stepwise recruitment by p53 of coactivators , histone acetyltransferases , and/or chromatin remodeling factors to a promoter region to facilitate the subsequent access of the general transcriptional machinery required for transcriptional induction .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
594,20564218_s9,"Furthermore , we confirmed differential expression of eight genes by semi-quantitative RT-PCR and identified the potential tumour suppressor transforming growth factor-beta ( TGF-beta)-1-induced clone 22 ( TSC-22 ; tgfb1i4 ) as a novel protein to be induced in contact-inhibited cells .",evading growth suppressors,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],[]
595,20133837_s6,"These findings extend the links between alternative splicing and cancer , and begin to define some of the factors responsible for the switch to aerobic glycolysis .",cellular energetics,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[]
596,1394217_s2,"The drug concentrations for 50% inhibition of cell growth in culture following 2-h and 72-h exposures were 0.073 and 0.003 microM , respectively .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
597,23248303_s6,Decreased ASPP2 levels attenuated H-RasV12-induced senescence in normal human fibroblasts and neonatal human epidermal keratinocytes .,enabling replicative immortality,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],[]
598,23092099_s4,"Besides IL-2 , IL-15 supported MOTN-1 cell growth , because these receptors share beta- and gamma-subunits .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
599,12060611_s7,"Furthermore , s.c. growth of PDX transfectant xenotransplants showed a significant reduction in size that coincided with a significant decrease of the in vitro doubling time and of the in vivo cell proliferation ability .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
600,12475992_s5,"As such , these data support models of p53 activation that do not require extensive chromatin alterations to support cognate gene expression .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
601,23275086_s6,The cell cycle distribution was observed by flow cytometry with PI staining .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
602,21921941_s0,Glioma tumors are refractory to conventional treatment .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
603,19913046_s4,Ginsan inhibited CCl(4) induced lipid peroxidation through the cytochrome P450 2E1 ( CYP2E1 ) downregulation .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
604,22525268_s7,"Taken together , our data suggest loss of merlin results in the Rac-dependent decrease of anterograde trafficking of exocytic vesicles , representing a possible mechanism controlling the concentration of growth factor receptors at the cell surface .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
605,22495714_s11,"However , further studies based on real-time quantitative RT-PCR are needed to identify the exact gene expression levels .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
606,23270926_s7,"Taken together , miR-100 may act as a tumor suppressor in BC , and reintroduction of this mature miRNA into tumor tissue may prove to be a therapeutic strategy by reducing the expression of target genes .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
607,20107801_s9,"Despite similar apoptosis levels , cosmomycin D caused considerably lower levels of DNA damage compared to doxorubicin .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
608,20583210_s1,We examined N-nitrosodiethylamine ( DEN)-induced tumorigenesis in hepatic beta-catenin conditional knockout mice ( beta-cat KO ) .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
609,22983392_s6,"On the 23rd day after tumor injection , the mice were sacrificed , and the lungs were collected , and metastatic foci in the lung surfaces were photographed .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
610,12481425_s3,"BALB/c mice were treated with PB , delivered by mini-osmotic pumps , for 7 days .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
611,20812004_s5,"By monitoring mitotic index and transit time from nuclear envelope breakdown to anaphase , we demonstrated that RKIP depletion leads to a defective spindle checkpoint and genomic instability , particularly in response to drugs that disrupt microtubule function .","genomic instability and mutation,sustaining proliferative signaling",[0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],[]
612,16078444_s10,Blocking of TNFalpha Rcs with mAbs decrease the reactivity of NK cells for IL-2 .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
